clip_id,categories,duration,youtube_id
64_kZrI62ho.13,['Education'],"['00:02:33.000', '00:02:56.209']",64_kZrI62ho
0v6Iy9JYjyM.8,['Autos & Vehicles'],"['00:01:29.790', '00:01:39.840']",0v6Iy9JYjyM
NdkuwqNpwSQ.3,['News & Politics'],"['00:00:21.390', '00:00:37.890']",NdkuwqNpwSQ
fWI-5lwalfU.14,['Autos & Vehicles'],"['00:01:43.960', '00:01:55.128']",fWI-5lwalfU
EujfE293ciw.9,['Howto & Style'],"['00:01:29.530', '00:01:41.680']",EujfE293ciw
69fuDR_d_xc.16,['Entertainment'],"['00:04:00.830', '00:04:12.380']",69fuDR_d_xc
-YAjXpXiGYk.1,['Sports'],"['00:00:22.680', '00:00:33.960']",-YAjXpXiGYk
8HCkzvJTU_E.26,['Gaming'],"['00:04:56.830', '00:05:12.160']",8HCkzvJTU_E
I7BN4dhdl9U.5,['People & Blogs'],"['00:00:57.160', '00:01:07.810']",I7BN4dhdl9U
0LRY9DaY5dk.7,['News & Politics'],"['00:01:09.119', '00:01:20.040']",0LRY9DaY5dk
-kxQerPX_Rc.7,['Education'],"['00:01:22.619', '00:01:33.600']",-kxQerPX_Rc
fzfR8a0Z_Qg.62,['Howto & Style'],"['00:08:52.930', '00:09:10.270']",fzfR8a0Z_Qg
CiakuasCxcA.9,['Autos & Vehicles'],"['00:01:38.750', '00:01:49.790']",CiakuasCxcA
di-pY1V-iIE.56,['Entertainment'],"['00:09:53.519', '00:10:09.329']",di-pY1V-iIE
h0Ytw4e6Z4E.13,['Comedy'],"['00:02:37.120', '00:02:48.489']",h0Ytw4e6Z4E
OQN0CjspzUo.76,['Entertainment'],"['00:11:53.270', '00:12:06.790']",OQN0CjspzUo
IIHNIul4sBE.25,['Autos & Vehicles'],"['00:03:56.440', '00:04:11.219']",IIHNIul4sBE
Cd1Tc2UpnDY.53,['Travel & Events'],"['00:08:31.410', '00:08:41.787']",Cd1Tc2UpnDY
J9_7hISlqWY.3,['News & Politics'],"['00:00:25.770', '00:00:44.790']",J9_7hISlqWY
T3FMQuRdwaU.1,['Education'],"['00:00:09.490', '00:00:26.620']",T3FMQuRdwaU
F9Ql-W1REq0.17,['Entertainment'],"['00:04:23.360', '00:04:36.240']",F9Ql-W1REq0
8nKzdvClM28.1,['News & Politics'],"['00:00:05.700', '00:00:19.439']",8nKzdvClM28
hVch9ONw8VM.6,['Sports'],"['00:01:11.549', '00:01:24.360']",hVch9ONw8VM
C9hglVFOTlk.5,['Film & Animation'],"['00:01:59.429', '00:02:25.590']",C9hglVFOTlk
h5u0r015Y2k.12,['Entertainment'],"['00:01:55.579', '00:02:08.680']",h5u0r015Y2k
WyAf9DyKLzo.2,['Autos & Vehicles'],"['00:00:12.450', '00:00:23.939']",WyAf9DyKLzo
0p414aFPDEY.25,['People & Blogs'],"['00:04:48.320', '00:05:13.759']",0p414aFPDEY
0mwGZRlVfeg.8,['Sports'],"['00:01:27.420', '00:01:44.040']",0mwGZRlVfeg
KLmz49TZEuM.3,['Sports'],"['00:00:27.930', '00:00:40.500']",KLmz49TZEuM
d-KeQtLWHeg.7,['Film & Animation'],"['00:00:56.682', '00:01:06.733']",d-KeQtLWHeg
_uUkB8fKbys.3,['News & Politics'],"['00:00:30.840', '00:00:42.690']",_uUkB8fKbys
4fR6HFeBPvg.4,['Autos & Vehicles'],"['00:01:11.880', '00:01:28.479']",4fR6HFeBPvg
BhCHPl2n7SU.25,['Travel & Events'],"['00:08:31.540', '00:08:41.930']",BhCHPl2n7SU
GNTWuwWUXwM.8,['Film & Animation'],"['00:01:15.210', '00:01:26.970']",GNTWuwWUXwM
3c-l0PC9azs.20,['Autos & Vehicles'],"['00:04:27.740', '00:04:57.860']",3c-l0PC9azs
7oZNJru3F4c.19,['Film & Animation'],"['00:03:08.099', '00:03:19.349']",7oZNJru3F4c
2surQNsUAEA.12,['People & Blogs'],"['00:02:09.610', '00:02:20.500']",2surQNsUAEA
YoWytBLo-iA.20,['Autos & Vehicles'],"['00:03:42.230', '00:04:06.480']",YoWytBLo-iA
5zcxX4HM0l0.59,['Film & Animation'],"['00:09:03.910', '00:09:14.950']",5zcxX4HM0l0
iaZSpKzhAeA.7,['Sports'],"['00:00:57.510', '00:01:09.900']",iaZSpKzhAeA
6tMTQ7Khe90.34,['Science & Technology'],"['00:05:16.590', '00:05:28.170']",6tMTQ7Khe90
j2fhUtF1coc.2,['News & Politics'],"['00:00:33.930', '00:00:48.090']",j2fhUtF1coc
WVm22QqfGvw.20,['Pets & Animals'],"['00:03:08.330', '00:03:41.750']",WVm22QqfGvw
85MycY-4KkY.41,['People & Blogs'],"['00:06:21.060', '00:06:34.590']",85MycY-4KkY
4tvTX9QIjOw.11,['Sports'],"['00:02:41.250', '00:02:52.829']",4tvTX9QIjOw
YaJBemiSFYg.2,['Howto & Style'],"['00:00:11.575', '00:00:22.360']",YaJBemiSFYg
e8RwQWaVUhg.46,['Sports'],"['00:09:50.000', '00:10:09.790']",e8RwQWaVUhg
HX4tcZNZynA.1,['News & Politics'],"['00:00:07.649', '00:00:24.960']",HX4tcZNZynA
7riHTG3fLqY.2,['Sports'],"['00:00:29.519', '00:00:39.540']",7riHTG3fLqY
Hf4wBxp9Re0.17,['Howto & Style'],"['00:03:04.620', '00:03:20.879']",Hf4wBxp9Re0
G_I4RA7DgyI.63,['Autos & Vehicles'],"['00:10:06.650', '00:10:22.100']",G_I4RA7DgyI
d7LKnY2VgD8.28,['Howto & Style'],"['00:05:10.140', '00:05:20.670']",d7LKnY2VgD8
0Ah7ffhuYC8.12,['Sports'],"['00:01:57.880', '00:02:08.500']",0Ah7ffhuYC8
IKy4KTdZbuE.14,['Sports'],"['00:02:48.880', '00:02:59.260']",IKy4KTdZbuE
JwETLRMandY.17,['Science & Technology'],"['00:02:36.320', '00:02:49.833']",JwETLRMandY
KE4t0JOoJWQ.6,['Autos & Vehicles'],"['00:01:03.719', '00:01:13.860']",KE4t0JOoJWQ
5wUsdBkqU7o.13,['Autos & Vehicles'],"['00:02:50.730', '00:03:05.590']",5wUsdBkqU7o
6gLelwwPSP8.7,['News & Politics'],"['00:00:46.766', '00:00:58.532']",6gLelwwPSP8
YlzneKKCQyg.11,['News & Politics'],"['00:02:55.200', '00:03:07.600']",YlzneKKCQyg
f9fvVSeXmLA.18,['Entertainment'],"['00:06:33.050', '00:06:58.289']",f9fvVSeXmLA
elOwHlrQwuU.28,['People & Blogs'],"['00:06:32.360', '00:06:48.260']",elOwHlrQwuU
gq_ytW_qmFU.5,['Education'],"['00:00:58.140', '00:01:20.369']",gq_ytW_qmFU
YfaKdO6Jkeg.7,['Autos & Vehicles'],"['00:01:33.160', '00:01:54.670']",YfaKdO6Jkeg
CrqV78bxqZU.7,['Sports'],"['00:01:04.600', '00:01:14.800']",CrqV78bxqZU
J_oQuvGb4-0.19,['Sports'],"['00:02:50.280', '00:03:00.360']",J_oQuvGb4-0
8GIPeP5JRJo.3,['Howto & Style'],"['00:00:25.560', '00:00:47.399']",8GIPeP5JRJo
dgs7kvND7x8.14,['Autos & Vehicles'],"['00:02:54.090', '00:03:07.020']",dgs7kvND7x8
2KTQMO5MJXA.25,['Travel & Events'],"['00:07:41.730', '00:07:54.810']",2KTQMO5MJXA
5p1ke3dXQDU.5,['People & Blogs'],"['00:01:33.960', '00:01:57.930']",5p1ke3dXQDU
fzfavOgj2bQ.3,['People & Blogs'],"['00:00:35.630', '00:00:54.750']",fzfavOgj2bQ
OKEWTUCbHHM.4,['People & Blogs'],"['00:01:10.750', '00:01:22.330']",OKEWTUCbHHM
MLDfX1bbbq0.14,['Entertainment'],"['00:03:05.040', '00:03:29.220']",MLDfX1bbbq0
Ecem1lXn_Jo.3,['Gaming'],"['00:00:29.640', '00:00:41.430']",Ecem1lXn_Jo
7dfL4h7Sy_Y.2,['Education'],"['00:00:15.750', '00:00:30.840']",7dfL4h7Sy_Y
7zqWa8ok2oE.34,['Travel & Events'],"['00:08:40.950', '00:08:52.519']",7zqWa8ok2oE
0NiiJ7X322U.2,['Education'],"['00:00:35.250', '00:00:51.510']",0NiiJ7X322U
MgjQ-21dVmM.9,['Entertainment'],"['00:02:55.550', '00:03:11.490']",MgjQ-21dVmM
4nM_dB-OS1E.6,['Gaming'],"['00:01:03.630', '00:01:20.470']",4nM_dB-OS1E
DY0AsHlyXb0.9,['Entertainment'],"['00:01:58.649', '00:02:10.009']",DY0AsHlyXb0
2L2jS4ep6us.12,['Education'],"['00:01:31.039', '00:01:46.619']",2L2jS4ep6us
2q6xAiTpKLs.11,['Science & Technology'],"['00:02:05.130', '00:02:15.430']",2q6xAiTpKLs
KyvwG-j6BqY.34,['Film & Animation'],"['00:06:40.870', '00:06:53.979']",KyvwG-j6BqY
1Z_FGWQ6IXM.13,['Science & Technology'],"['00:02:42.879', '00:03:01.989']",1Z_FGWQ6IXM
4iwrzPF7bQs.5,['News & Politics'],"['00:01:02.190', '00:01:28.740']",4iwrzPF7bQs
ME-YhONi1jY.10,['Autos & Vehicles'],"['00:01:38.810', '00:01:52.100']",ME-YhONi1jY
8fXlzIhBqhE.4,['News & Politics'],"['00:00:59.520', '00:01:09.570']",8fXlzIhBqhE
MOjr1FfueZk.1,['News & Politics'],"['00:00:06.540', '00:00:16.920']",MOjr1FfueZk
FEbAwyrF1NM.17,['Howto & Style'],"['00:02:27.200', '00:02:37.310']",FEbAwyrF1NM
Y5Nu7U1ucXA.9,['Science & Technology'],"['00:01:26.970', '00:01:38.549']",Y5Nu7U1ucXA
eqkPB40dKfU.7,['Autos & Vehicles'],"['00:01:56.430', '00:02:08.819']",eqkPB40dKfU
Y-1d5zdeg9A.34,['Pets & Animals'],"['00:11:18.560', '00:11:40.829']",Y-1d5zdeg9A
XLMmZavNzZM.4,['Entertainment'],"['00:00:41.010', '00:00:51.330']",XLMmZavNzZM
diWFKKUkX8Y.1,['Howto & Style'],"['00:00:39.270', '00:00:50.400']",diWFKKUkX8Y
MsYxq7K00FY.15,['People & Blogs'],"['00:04:21.539', '00:04:44.040']",MsYxq7K00FY
FgMvVCqpJn0.6,['Sports'],"['00:00:50.640', '00:01:04.049']",FgMvVCqpJn0
i_9i9S8V8Ik.16,['Autos & Vehicles'],"['00:02:44.730', '00:02:57.030']",i_9i9S8V8Ik
f7Li03ALNG8.60,['Science & Technology'],"['00:09:51.610', '00:10:02.830']",f7Li03ALNG8
h2jYp49KRTk.4,['News & Politics'],"['00:00:53.850', '00:01:12.030']",h2jYp49KRTk
KLk1P05dPVM.3,['News & Politics'],"['00:00:35.430', '00:00:46.680']",KLk1P05dPVM
1aL-w5nmkYA.7,['People & Blogs'],"['00:00:41.407', '00:00:53.037']",1aL-w5nmkYA
DnP2h_6IAmM.4,['Entertainment'],"['00:00:30.663', '00:00:41.674']",DnP2h_6IAmM
LKYTp_I6AcY.4,['Howto & Style'],"['00:00:22.350', '00:00:37.290']",LKYTp_I6AcY
MNsS_lnQpjY.12,['Entertainment'],"['00:02:35.520', '00:02:56.040']",MNsS_lnQpjY
FJzA_ySjjSg.4,['Autos & Vehicles'],"['00:00:49.039', '00:01:09.520']",FJzA_ySjjSg
M4kxyaNX6qM.3,['Autos & Vehicles'],"['00:00:34.620', '00:00:46.350']",M4kxyaNX6qM
JyxPP-ZUO-k.42,['Entertainment'],"['00:05:55.289', '00:06:10.190']",JyxPP-ZUO-k
MYEH67qx54A.10,['News & Politics'],"['00:01:21.119', '00:01:35.759']",MYEH67qx54A
MZyMynAvyoM.20,['Film & Animation'],"['00:04:31.690', '00:04:46.389']",MZyMynAvyoM
8JuzzwoJs08.7,['Entertainment'],"['00:01:19.350', '00:01:30.240']",8JuzzwoJs08
GhCg8YSp7vM.3,['Entertainment'],"['00:00:33.809', '00:00:46.649']",GhCg8YSp7vM
02JKM1aWmxk.1,['Travel & Events'],"['00:00:13.170', '00:00:27.529']",02JKM1aWmxk
d8TdX2LPj2w.4,['Music'],"['00:00:49.170', '00:01:03.120']",d8TdX2LPj2w
fF-G_uNs4mM.12,['Entertainment'],"['00:02:06.689', '00:02:20.760']",fF-G_uNs4mM
YvlGWV4iW50.6,['Autos & Vehicles'],"['00:01:20.430', '00:01:42.840']",YvlGWV4iW50
jL8ZbmEojUc.29,['Howto & Style'],"['00:06:07.720', '00:06:22.610']",jL8ZbmEojUc
Lbkmu4WUbSc.12,['Autos & Vehicles'],"['00:01:44.540', '00:02:00.829']",Lbkmu4WUbSc
JgAG-mShiQ8.9,['Travel & Events'],"['00:01:39.890', '00:01:53.540']",JgAG-mShiQ8
iyYIxa44uZo.6,['Entertainment'],"['00:01:40.869', '00:01:56.950']",iyYIxa44uZo
er9NPQvG8Dk.12,['Pets & Animals'],"['00:01:56.050', '00:02:14.349']",er9NPQvG8Dk
LjE_I-dmLVc.32,['People & Blogs'],"['00:06:45.759', '00:07:03.550']",LjE_I-dmLVc
DcINGnohziY.53,['Comedy'],"['00:10:15.070', '00:10:29.200']",DcINGnohziY
Kezav-pXc1o.12,['People & Blogs'],"['00:01:48.180', '00:01:59.189']",Kezav-pXc1o
DOqJMVXfHMA.11,['News & Politics'],"['00:01:46.700', '00:01:58.890']",DOqJMVXfHMA
Nxxvte3TtlY.69,['Travel & Events'],"['00:12:37.060', '00:12:47.589']",Nxxvte3TtlY
KnEDww2nxvg.85,['People & Blogs'],"['00:16:03.370', '00:16:33.190']",KnEDww2nxvg
GM-ENRt6lPk.10,['People & Blogs'],"['00:03:01.320', '00:03:15.450']",GM-ENRt6lPk
f0vltfLxDB0.16,['Music'],"['00:04:16.370', '00:04:35.900']",f0vltfLxDB0
G9_n_Mm7L_U.14,['Entertainment'],"['00:03:12.650', '00:03:25.760']",G9_n_Mm7L_U
CZ0aHf6Bgiw.8,['Travel & Events'],"['00:02:46.420', '00:03:00.449']",CZ0aHf6Bgiw
LnIfPDAVcZA.2,['Gaming'],"['00:00:15.719', '00:00:34.649']",LnIfPDAVcZA
Gq9Szxg7_8k.3,['Entertainment'],"['00:00:37.450', '00:00:55.150']",Gq9Szxg7_8k
KSQhjhoEvLs.7,['Science & Technology'],"['00:01:07.470', '00:01:18.479']",KSQhjhoEvLs
271uwY99xSs.35,['Autos & Vehicles'],"['00:07:15.009', '00:07:27.759']",271uwY99xSs
PZE65k8JRmQ.16,['Film & Animation'],"['00:03:00.190', '00:03:15.160']",PZE65k8JRmQ
7wTY3e8P4KE.48,['Sports'],"['00:08:10.599', '00:08:31.110']",7wTY3e8P4KE
-dF_B6-FqR4.13,['Gaming'],"['00:02:16.980', '00:02:32.160']",-dF_B6-FqR4
8bgpaTThzcg.7,['News & Politics'],"['00:01:04.920', '00:01:18.000']",8bgpaTThzcg
Hd8811u4biY.42,['Film & Animation'],"['00:08:27.000', '00:08:42.750']",Hd8811u4biY
T5kBeztGJ_g.21,['Autos & Vehicles'],"['00:03:27.200', '00:03:42.000']",T5kBeztGJ_g
IcuvrolZMzk.8,['Entertainment'],"['00:01:02.550', '00:01:12.840']",IcuvrolZMzk
7bBB4G8UJuA.12,['Sports'],"['00:01:42.329', '00:01:52.619']",7bBB4G8UJuA
4J9YdfB75v8.6,['News & Politics'],"['00:00:59.329', '00:01:20.520']",4J9YdfB75v8
CjSTYOuvPPY.39,['Autos & Vehicles'],"['00:06:35.940', '00:06:50.700']",CjSTYOuvPPY
Ptks-KqHEyw.28,['Entertainment'],"['00:04:48.260', '00:05:04.430']",Ptks-KqHEyw
6wyVClHT15M.14,['Science & Technology'],"['00:01:36.820', '00:01:47.180']",6wyVClHT15M
JnCQhFZc4D8.9,['Entertainment'],"['00:01:07.830', '00:01:20.240']",JnCQhFZc4D8
LjHsHb3CZI0.19,['Comedy'],"['00:02:54.579', '00:03:16.030']",LjHsHb3CZI0
JrSgRJYo9kQ.8,['Autos & Vehicles'],"['00:01:27.420', '00:01:44.310']",JrSgRJYo9kQ
YiTbuQdNq1g.2,['Howto & Style'],"['00:00:26.430', '00:00:48.239']",YiTbuQdNq1g
2Gzk3b6_JSg.1,['Comedy'],"['00:00:06.750', '00:00:27.840']",2Gzk3b6_JSg
42ZTg-V9VMM.12,['Education'],"['00:01:36.000', '00:01:47.420']",42ZTg-V9VMM
G1g7WOHefgc.38,['Entertainment'],"['00:06:44.800', '00:06:57.729']",G1g7WOHefgc
Wg3XILuUhZk.27,['Travel & Events'],"['00:06:27.150', '00:06:42.300']",Wg3XILuUhZk
0WvWl-nwZxo.34,['Film & Animation'],"['00:06:52.759', '00:07:06.270']",0WvWl-nwZxo
NnjIHzaFRoY.32,['Autos & Vehicles'],"['00:04:03.820', '00:04:18.850']",NnjIHzaFRoY
ib_GDeKHfa8.2,['Autos & Vehicles'],"['00:00:27.449', '00:00:40.739']",ib_GDeKHfa8
0x0RmWwoQKs.43,['Entertainment'],"['00:07:16.080', '00:07:28.720']",0x0RmWwoQKs
CS97G84HQ68.1,['News & Politics'],"['00:00:07.200', '00:00:25.680']",CS97G84HQ68
FQaIRYR8ih8.11,['Science & Technology'],"['00:01:56.130', '00:02:18.550']",FQaIRYR8ih8
Hbzx671oEcI.23,['People & Blogs'],"['00:04:06.300', '00:04:31.510']",Hbzx671oEcI
4hMdWekN25U.14,['Autos & Vehicles'],"['00:02:44.620', '00:02:58.640']",4hMdWekN25U
KovdYA53XGE.13,['Entertainment'],"['00:02:39.220', '00:02:51.549']",KovdYA53XGE
EqzLDDBBbm8.19,['Howto & Style'],"['00:02:33.819', '00:02:48.010']",EqzLDDBBbm8
6b_AVVQX5_c.5,['News & Politics'],"['00:00:43.020', '00:00:53.610']",6b_AVVQX5_c
C4jiZn8PE3Q.11,['Education'],"['00:03:45.540', '00:03:59.100']",C4jiZn8PE3Q
IcKCw2Llqfo.29,['Sports'],"['00:06:15.849', '00:06:27.399']",IcKCw2Llqfo
GlVhyi18Owg.60,['Science & Technology'],"['00:12:54.340', '00:13:05.980']",GlVhyi18Owg
-i9rjxeYSmI.9,['News & Politics'],"['00:01:12.560', '00:01:22.640']",-i9rjxeYSmI
4-kuDpm5StU.11,['Howto & Style'],"['00:02:35.959', '00:02:48.769']",4-kuDpm5StU
Bg57UtlgIU0.15,['Gaming'],"['00:02:17.760', '00:02:32.229']",Bg57UtlgIU0
GiHwkAz-zT0.37,['Education'],"['00:07:16.270', '00:07:27.610']",GiHwkAz-zT0
5r1fQBNSnzE.17,['Science & Technology'],"['00:03:48.409', '00:04:00.440']",5r1fQBNSnzE
FVxyqX7SGig.6,['Entertainment'],"['00:01:26.850', '00:01:43.300']",FVxyqX7SGig
CgP64i-3hk8.39,['Film & Animation'],"['00:07:42.960', '00:07:59.840']",CgP64i-3hk8
OAuAs0RNzGw.1,['News & Politics'],"['00:00:09.000', '00:00:28.500']",OAuAs0RNzGw
Ei0adVzahcY.5,['Film & Animation'],"['00:00:51.230', '00:01:04.309']",Ei0adVzahcY
icKF-YYpxeM.11,['Autos & Vehicles'],"['00:01:27.479', '00:01:42.570']",icKF-YYpxeM
4uUyxbtXVLE.34,['Film & Animation'],"['00:05:49.200', '00:05:59.370']",4uUyxbtXVLE
IfMs7T6QyTg.37,['People & Blogs'],"['00:09:23.860', '00:09:43.570']",IfMs7T6QyTg
NyDvh2rF3kw.7,['Science & Technology'],"['00:01:06.840', '00:01:18.869']",NyDvh2rF3kw
faHUL7JzkBs.1,['Entertainment'],"['00:00:18.150', '00:00:29.880']",faHUL7JzkBs
-n5RfCaGkKM.5,['Entertainment'],"['00:00:39.660', '00:00:54.730']",-n5RfCaGkKM
dbpS_Nom47s.32,['Sports'],"['00:08:24.420', '00:08:39.670']",dbpS_Nom47s
Wdm8qmYJjOo.11,['Autos & Vehicles'],"['00:02:34.860', '00:03:00.930']",Wdm8qmYJjOo
Hye51op4xxI.9,['News & Politics'],"['00:01:41.850', '00:02:01.070']",Hye51op4xxI
1iG4wuvZD08.43,['Autos & Vehicles'],"['00:08:26.860', '00:09:01.839']",1iG4wuvZD08
DnJ85Sz1iak.83,['Education'],"['00:11:44.920', '00:11:58.900']",DnJ85Sz1iak
HGkXRokuQmE.34,['Travel & Events'],"['00:07:08.350', '00:07:20.200']",HGkXRokuQmE
K_iK2bGl-tg.10,['Science & Technology'],"['00:02:01.210', '00:02:18.170']",K_iK2bGl-tg
hv3k5s-7dVg.8,['Autos & Vehicles'],"['00:01:05.339', '00:01:16.710']",hv3k5s-7dVg
2QF-BcFmi5E.8,['Autos & Vehicles'],"['00:01:32.240', '00:01:43.920']",2QF-BcFmi5E
0KEhewYp8qQ.19,['Education'],"['00:02:55.750', '00:03:16.329']",0KEhewYp8qQ
Jlzb_6xWrvE.4,['People & Blogs'],"['00:00:47.640', '00:00:57.840']",Jlzb_6xWrvE
CgnXyMRtVGY.11,['People & Blogs'],"['00:01:41.600', '00:01:53.870']",CgnXyMRtVGY
2aeuGiMy8a0.7,['Pets & Animals'],"['00:02:04.710', '00:02:15.240']",2aeuGiMy8a0
-zpmjQZWmZI.59,['Howto & Style'],"['00:07:14.009', '00:07:24.259']",-zpmjQZWmZI
d-0xvN9LiM4.30,['Entertainment'],"['00:04:43.410', '00:04:57.810']",d-0xvN9LiM4
HatEyc7Tnvs.18,['Howto & Style'],"['00:03:00.030', '00:03:15.989']",HatEyc7Tnvs
eaqqm3xgL6o.45,['Film & Animation'],"['00:09:12.990', '00:09:23.620']",eaqqm3xgL6o
MXDXIyKqeFo.6,['Science & Technology'],"['00:03:33.200', '00:03:45.120']",MXDXIyKqeFo
2HHwnEAWKS4.6,['Science & Technology'],"['00:01:03.239', '00:01:19.770']",2HHwnEAWKS4
_modA1GdUgY.32,['Science & Technology'],"['00:06:44.479', '00:07:10.240']",_modA1GdUgY
RV_K6KM9UF4.34,['Howto & Style'],"['00:05:41.669', '00:05:55.460']",RV_K6KM9UF4
G_M9iFLBwGk.1,['News & Politics'],"['00:00:05.790', '00:00:16.440']",G_M9iFLBwGk
HHdiCFP6Jw8.45,['Entertainment'],"['00:08:59.000', '00:09:12.830']",HHdiCFP6Jw8
-ZA56bVQZfo.4,['Autos & Vehicles'],"['00:00:39.480', '00:00:52.829']",-ZA56bVQZfo
euWvTFzzJ64.49,['People & Blogs'],"['00:13:24.820', '00:13:40.319']",euWvTFzzJ64
exC7j6Bpef4.16,['Science & Technology'],"['00:01:46.300', '00:02:01.440']",exC7j6Bpef4
YXbG61d2CRY.36,['Autos & Vehicles'],"['00:04:16.450', '00:04:27.810']",YXbG61d2CRY
4AWL79edBWw.39,['Howto & Style'],"['00:07:45.759', '00:08:16.240']",4AWL79edBWw
2hboEdpog7M.27,['People & Blogs'],"['00:03:37.510', '00:03:52.740']",2hboEdpog7M
dUpsJtoCxJQ.55,['People & Blogs'],"['00:12:32.380', '00:12:50.460']",dUpsJtoCxJQ
Yi2Km9KS02M.23,['Autos & Vehicles'],"['00:03:39.630', '00:03:52.800']",Yi2Km9KS02M
JhlfDAXh_Qw.18,['Nonprofits & Activism'],"['00:03:38.209', '00:03:59.420']",JhlfDAXh_Qw
0SlrL6cHaJM.8,['Entertainment'],"['00:01:30.750', '00:01:44.670']",0SlrL6cHaJM
LrKarJdSzZA.4,['Entertainment'],"['00:00:32.940', '00:00:47.940']",LrKarJdSzZA
_wZIeeUssWU.7,['News & Politics'],"['00:00:51.780', '00:01:03.790']",_wZIeeUssWU
0WZNy3UpGDE.10,['Howto & Style'],"['00:01:22.790', '00:01:40.350']",0WZNy3UpGDE
hJaGmfQQj0c.1,['Howto & Style'],"['00:00:07.379', '00:00:25.429']",hJaGmfQQj0c
drYx7XEIY08.15,['Howto & Style'],"['00:01:52.640', '00:02:03.600']",drYx7XEIY08
2U35tLj0dvU.3,['Autos & Vehicles'],"['00:00:45.200', '00:01:03.199']",2U35tLj0dvU
O7_CUk_o37Q.22,['Travel & Events'],"['00:02:45.131', '00:02:55.530']",O7_CUk_o37Q
fYDi37xuCS8.26,['Science & Technology'],"['00:03:53.980', '00:04:04.180']",fYDi37xuCS8
K5CFrtqSteA.21,['Sports'],"['00:04:38.570', '00:04:57.180']",K5CFrtqSteA
GQ2lvIPXnvM.7,['Gaming'],"['00:01:04.769', '00:01:17.549']",GQ2lvIPXnvM
fZWARmsjroQ.4,['Film & Animation'],"['00:00:30.240', '00:00:41.460']",fZWARmsjroQ
Ff2bDCzGGq4.7,['Pets & Animals'],"['00:00:53.160', '00:01:06.030']",Ff2bDCzGGq4
4ryQTkDWmBg.8,['Science & Technology'],"['00:01:06.970', '00:01:17.050']",4ryQTkDWmBg
em_-V09uNuM.11,['Film & Animation'],"['00:01:33.720', '00:01:44.070']",em_-V09uNuM
YWRs-xWacMc.1,['News & Politics'],"['00:00:14.370', '00:00:26.279']",YWRs-xWacMc
7Az-ob9AEyI.66,['Education'],"['00:11:23.760', '00:11:37.360']",7Az-ob9AEyI
LvIdWugKTts.4,['Howto & Style'],"['00:00:41.820', '00:01:02.680']",LvIdWugKTts
WgN29zt98tE.1,['Comedy'],"['00:00:08.189', '00:00:20.220']",WgN29zt98tE
FjQe4KWuk-g.3,['Entertainment'],"['00:02:40.200', '00:02:55.720']",FjQe4KWuk-g
fWfN2relEjM.1,['News & Politics'],"['00:00:07.080', '00:00:19.140']",fWfN2relEjM
effhTw3NoDs.8,['Howto & Style'],"['00:01:09.530', '00:01:33.760']",effhTw3NoDs
h4I8LFOlnOY.4,['Howto & Style'],"['00:00:33.329', '00:00:45.329']",h4I8LFOlnOY
7aKVk4go1ZE.6,['Howto & Style'],"['00:00:58.800', '00:01:10.979']",7aKVk4go1ZE
3dEe-6g5pZo.48,['Howto & Style'],"['00:10:46.920', '00:11:11.300']",3dEe-6g5pZo
IltakDyJ0sE.38,['Autos & Vehicles'],"['00:09:01.600', '00:09:16.560']",IltakDyJ0sE
Dp1hKGMv-go.4,['Entertainment'],"['00:00:40.340', '00:00:52.070']",Dp1hKGMv-go
2Ys8phPvPkc.24,['People & Blogs'],"['00:03:26.700', '00:03:39.660']",2Ys8phPvPkc
LbJ7VmR7Y9g.8,['Sports'],"['00:02:29.330', '00:02:43.520']",LbJ7VmR7Y9g
P3Diu6yotv8.36,['Howto & Style'],"['00:10:06.220', '00:10:16.859']",P3Diu6yotv8
ENPLdQPiw6M.1,['Autos & Vehicles'],"['00:00:30.039', '00:00:43.239']",ENPLdQPiw6M
Bjgvx1s_0_Y.4,['News & Politics'],"['00:01:43.180', '00:01:55.560']",Bjgvx1s_0_Y
-zpZByYMPpI.1,['Entertainment'],"['00:00:08.670', '00:00:21.029']",-zpZByYMPpI
EGktmMekQY0.5,['Sports'],"['00:01:11.280', '00:01:28.460']",EGktmMekQY0
j3NiHp-SRIM.3,['Autos & Vehicles'],"['00:00:29.550', '00:00:45.149']",j3NiHp-SRIM
HHWYEu3XbJc.14,['Autos & Vehicles'],"['00:02:15.250', '00:02:26.530']",HHWYEu3XbJc
ChM0CBRmVsM.46,['Education'],"['00:05:42.370', '00:05:57.960']",ChM0CBRmVsM
YXZJ2rWfJSU.1,['News & Politics'],"['00:00:11.790', '00:00:24.000']",YXZJ2rWfJSU
Waz4HIBPd7A.6,['Science & Technology'],"['00:00:41.399', '00:00:52.210']",Waz4HIBPd7A
CindNvDsnpo.11,['Sports'],"['00:01:51.509', '00:02:07.770']",CindNvDsnpo
Mkt9aNBPP5Q.2,['News & Politics'],"['00:00:24.449', '00:00:35.640']",Mkt9aNBPP5Q
Isc7x55TL2I.24,['Entertainment'],"['00:05:24.510', '00:05:37.230']",Isc7x55TL2I
Ki8JgBrkbXo.19,['Science & Technology'],"['00:04:44.820', '00:05:05.410']",Ki8JgBrkbXo
C0FSCyjV4NI.3,['News & Politics'],"['00:00:29.340', '00:00:39.780']",C0FSCyjV4NI
